0	3.841
1	3.841
2	3.841
3	3.841
4	3.841
5	3.841
6	3.841
7	3.841
8	3.841
9	4.028
10	4.206
11	4.370
12	4.509
13	4.603
14	4.631
15	4.578
16	4.445
17	4.266
18	4.102
19	4.035
20	4.143
21	4.482
22	5.020
23	4.079
24	3.714
25	3.601
26	3.576
27	3.568
28	3.549
29	3.512
30	3.458
31	3.390
32	3.320
33	3.497
34	3.674
35	3.843
36	4.000
37	4.137
38	4.241
39	4.302
40	4.311
41	4.274
42	4.222
43	4.213
44	4.323
45	4.625
46	5.106
47	4.121
48	3.691
49	3.514
50	3.436
51	3.385
52	3.335
53	3.276
54	3.207
55	3.131
56	3.056
57	3.233
58	3.408
59	3.577
60	3.735
61	3.873
62	3.981
63	4.026
64	3.541
65	3.252
66	3.077
67	2.962
68	2.882
69	3.060
70	3.248
71	3.453
72	3.693
73	3.992
74	4.380
75	4.889
76	5.534
77	6.303
78	7.139
79	7.956
80	8.659
81	9.169
82	9.329
83	6.792
84	5.158
85	4.157
86	3.561
87	3.212
88	3.008
89	2.884
90	2.800
91	2.734
92	2.679
93	2.856
94	3.038
95	3.227
96	3.432
97	3.666
98	3.950
99	4.307
100	4.757
101	5.310
102	5.947
103	6.616
104	7.235
105	7.719
106	7.907
107	5.732
108	4.357
109	3.538
110	3.069
111	2.810
112	2.671
113	2.594
114	2.545
115	2.505
116	2.471
117	2.649
118	2.833
119	3.022
120	3.226
121	3.458
122	3.736
123	4.082
124	4.517
125	5.052
126	5.671
127	6.324
128	6.934
129	7.415
130	7.603
131	5.475
132	4.135
133	3.340
134	2.889
135	2.644
136	2.516
137	2.448
138	2.406
139	2.373
140	2.345
141	2.525
142	2.708
143	2.898
144	3.103
145	3.335
146	3.613
147	3.959
148	4.394
149	4.928
150	5.546
151	6.199
152	6.809
153	7.290
154	7.478
155	5.353
156	4.017
157	3.225
158	2.778
159	2.537
160	2.412
161	2.347
162	2.309
163	2.279
164	2.255
165	2.435
166	2.619
167	2.809
168	3.014
169	3.246
170	3.524
171	3.870
172	4.305
173	4.840
174	5.458
175	6.111
176	6.720
177	7.201
178	7.389
179	5.266
180	3.931
181	3.142
182	2.696
183	2.467
184	2.584
185	2.676
186	2.748
187	2.830
188	2.975
189	3.250
190	3.665
191	2.913
192	2.604
193	2.495
194	2.461
195	2.444
196	2.425
197	2.395
198	2.355
199	2.307
200	2.261
201	2.439
202	2.617
203	2.788
204	2.949
205	3.094
206	3.213
207	3.296
208	3.335
209	3.334
210	3.314
211	3.325
212	3.437
213	3.725
214	4.173
215	3.192
216	2.757
217	2.579
218	2.503
219	2.462
220	2.425
221	2.384
222	2.337
223	2.284
224	2.234
225	2.413
226	2.591
227	2.762
228	2.922
229	3.063
230	3.174
231	3.223
232	2.761
233	2.492
234	2.336
235	2.240
236	2.180
237	2.360
238	2.550
239	2.756
240	2.995
241	3.292
242	3.676
243	4.178
244	4.815
245	5.575
246	6.404
247	7.216
248	7.917
249	8.427
250	8.586
251	6.065
252	4.450
253	3.468
254	2.891
255	2.563
256	2.380
257	2.277
258	2.213
259	2.167
260	2.132
261	2.311
262	2.494
263	2.685
264	2.892
265	3.128
266	3.413
267	3.770
268	4.220
269	4.773
270	5.411
271	6.080
272	6.699
273	7.184
274	7.372
275	5.203
276	3.837
277	3.029
278	2.572
279	2.327
280	2.202
281	2.140
282	2.106
283	2.081
284	2.062
285	2.242
286	2.427
287	2.618
288	2.823
289	3.056
290	3.335
291	3.681
292	4.118
293	4.653
294	5.272
295	5.926
296	6.536
297	7.017
298	7.208
299	5.082
300	3.747
301	2.960
302	2.518
303	2.283
304	2.166
305	2.109
306	2.078
307	2.056
308	2.039
309	2.220
310	2.404
311	2.595
312	2.800
313	3.033
314	3.311
315	3.656
316	4.090
317	4.623
318	5.240
319	5.891
320	6.500
321	6.981
322	7.172
323	5.052
324	3.721
325	2.937
326	2.498
327	2.265
328	2.148
329	2.092
330	2.063
331	2.042
332	2.025
333	2.206
334	2.390
335	2.581
336	2.787
337	3.019
338	3.297
339	3.642
340	4.076
341	4.608
