0	3.841
1	3.841
2	3.841
3	3.841
4	3.841
5	3.841
6	3.841
7	3.841
8	3.841
9	4.028
10	4.206
11	4.370
12	4.509
13	4.603
14	4.631
15	4.578
16	4.445
17	4.266
18	4.102
19	4.035
20	4.143
21	4.482
22	5.020
23	4.079
24	3.714
25	3.601
26	3.576
27	3.568
28	3.549
29	3.512
30	3.458
31	3.390
32	3.320
33	3.497
34	3.674
35	3.843
36	4.000
37	4.137
38	4.241
39	4.279
40	3.779
41	3.485
42	3.309
43	3.194
44	3.115
45	3.293
46	3.482
47	3.691
48	3.935
49	4.243
50	4.646
51	5.174
52	5.843
53	6.634
54	7.490
55	8.320
56	9.030
57	9.542
58	9.699
59	7.131
60	5.472
61	4.451
62	3.839
63	3.476
64	3.260
65	3.125
66	3.031
67	2.955
68	2.891
69	3.067
70	3.248
71	3.436
72	3.641
73	3.875
74	4.159
75	4.516
76	4.966
77	5.520
78	6.159
79	6.828
80	7.448
81	7.932
82	8.120
83	5.940
84	4.560
85	3.735
86	3.260
87	2.995
88	2.850
89	2.767
90	2.712
91	2.666
92	2.627
93	2.805
94	2.987
95	3.176
96	3.380
97	3.612
98	3.889
99	4.235
100	4.670
101	5.205
102	5.824
103	6.477
104	7.087
105	7.567
106	7.758
107	5.627
108	4.283
109	3.485
110	3.030
111	2.781
112	2.649
113	2.577
114	2.531
115	2.494
116	2.462
117	2.640
118	2.823
119	3.013
120	3.217
121	3.449
122	3.726
123	4.070
124	4.503
125	5.035
126	5.651
127	6.303
128	6.911
129	7.391
130	7.580
131	5.458
132	4.122
133	3.330
134	2.881
135	2.638
136	2.510
137	2.443
138	2.402
139	2.369
140	2.341
141	2.521
142	2.704
143	2.894
144	3.099
145	3.331
146	3.609
147	3.954
148	4.389
149	4.923
150	5.541
151	6.193
152	6.803
153	7.284
154	7.472
155	5.348
156	4.012
157	3.221
158	2.774
159	2.544
160	2.661
161	2.751
162	2.823
163	2.906
164	3.050
165	3.325
166	3.740
167	2.986
168	2.677
169	2.566
170	2.530
171	2.511
172	2.489
173	2.457
174	2.416
175	2.365
176	2.317
177	2.495
178	2.673
179	2.844
180	3.005
181	3.149
182	3.268
183	3.330
184	2.898
185	2.638
186	2.479
187	2.374
188	2.304
189	2.482
190	2.669
191	2.870
192	3.099
193	3.379
194	3.738
195	4.205
196	4.800
197	5.516
198	6.306
199	7.092
200	7.779
201	8.285
202	8.449
203	5.990
204	4.417
205	3.465
206	2.909
207	2.594
208	2.419
209	2.321
210	2.261
211	2.217
212	2.183
213	2.362
214	2.546
215	2.737
216	2.943
217	3.179
218	3.464
219	3.821
220	4.271
221	4.823
222	5.460
223	6.129
224	6.748
225	7.233
226	7.418
227	5.253
228	3.889
229	3.082
230	2.625
231	2.379
232	2.254
233	2.190
234	2.155
235	2.128
236	2.108
237	2.288
238	2.472
239	2.663
240	2.869
241	3.102
242	3.381
243	3.729
244	4.166
245	4.703
246	5.324
247	5.980
248	6.591
249	7.073
250	7.260
251	5.133
252	3.795
253	3.006
254	2.562
255	2.326
256	2.207
257	2.148
258	2.116
259	2.093
260	2.074
261	2.254
262	2.439
263	2.630
264	2.835
265	3.067
266	3.345
267	3.690
268	4.124
269	4.657
270	5.273
271	5.925
272	6.534
273	7.014
274	7.206
275	5.085
276	3.754
277	2.969
278	2.529
279	2.295
280	2.178
281	2.121
282	2.090
283	2.068
284	2.051
285	2.231
286	2.416
287	2.607
288	2.812
289	3.044
290	3.322
291	3.667
292	4.101
293	4.633
