time,FP,FinalFP,UT
0.05000000000291038,2.7622233494013018,2.6045856736096917,2.2135157082879666
0.10000000000582077,2.7649883377390405,2.8718651171362026,2.2135157082879666
0.15000000000873115,2.7649883377390405,2.7519732251458002,2.2135157082879666
0.20000000001164153,2.7649883377390405,2.7519732251458002,2.2135157082879666
0.2500000000145519,2.7649883377390405,2.7519732251458002,2.2135157082879666
0.3000000000174623,2.7649883377390405,2.7519732251458002,2.2135157082879666
0.3500000000203727,2.7622233494013018,2.8851735908496154,2.2135157082879666
0.40000000002328306,2.7622233494013018,2.8851735908496154,2.2135157082879666
0.45000000002619345,2.7622233494013018,3.086282603129559,2.2135157082879666
0.5000000000291038,2.7622233494013018,2.570822938088697,2.2135157082879666
0.5500000000320142,2.7622233494013018,2.8629481377938415,2.2135157082879666
0.6000000000349246,2.7622233494013018,2.2616015423039837,2.2135157082879666
0.650000000037835,2.7622233494013018,3.4123513266751795,2.2135157082879666
0.7000000000407454,2.7622233494013018,2.306871788181375,2.2135157082879666
0.7500000000436557,2.7622233494013018,3.0066971606932658,2.2135157082879666
0.8000000000465661,2.7622233494013018,2.6978511032297554,2.2135157082879666
0.8500000000494765,2.7622233494013018,2.5562950948347125,2.2135157082879666
0.9000000000523869,2.7622233494013018,2.7624876813652794,2.2135157082879666
0.9500000000552973,2.7622233494013018,2.7624876813652794,2.2135157082879666
1.0000000000582077,2.7622233494013018,2.7624876813652794,2.2135157082879666
1.050000000061118,2.7622233494013018,2.110534814943942,2.2135157082879666
1.1000000000640284,2.7594611260519004,2.414967717894615,2.2135157082879666
1.1500000000669388,2.7594611260519004,3.036166585954296,2.2135157082879666
1.2000000000698492,2.7594611260519004,2.2418061482834144,2.2135157082879666
1.2500000000727596,2.7594611260519004,2.762513547962126,2.2135157082879666
1.30000000007567,2.7594611260519004,2.5206745967844646,2.2135157082879666
1.3500000000785803,2.7594611260519004,3.035490442833628,2.2135157082879666
1.4000000000814907,2.7594611260519004,3.0900261301815433,2.2135157082879666
1.450000000084401,2.7594611260519004,2.3556130110982973,2.2135157082879666
1.5000000000873115,2.7594611260519004,2.9414681830076628,2.2135157082879666
1.5500000000902219,2.7594611260519004,3.299504039315119,2.2135157082879666
1.6000000000931323,2.7594611260519004,2.6741952469407497,2.2135157082879666
1.6500000000960426,2.7594611260519004,2.6741952469407497,2.2135157082879666
1.700000000098953,2.7594611260519004,2.687486298230182,2.2135157082879666
1.7500000001018634,2.7594611260519004,2.385053847561416,2.2135157082879666
1.8000000001047738,2.7594611260519004,2.385053847561416,2.2135157082879666
1.8500000001076842,2.7594611260519004,2.8765421316004987,2.2135157082879666
1.9000000001105946,2.7594611260519004,2.8765421316004987,2.2135157082879666
1.950000000113505,2.7594611260519004,2.9875249121177756,2.2135157082879666
2.0000000001164153,2.7594611260519004,1.9930338942234025,2.2135157082879666
2.0500000001193257,2.7567016649258482,2.7535399363765705,2.2135157082879666
2.100000000122236,2.7567016649258482,2.292923296462111,2.2135157082879666
2.1500000001251465,2.7567016649258482,2.9518287724841086,2.2135157082879666
2.200000000128057,2.7567016649258482,2.6237508517586563,2.2135157082879666
2.2500000001309672,2.7567016649258482,2.2292860493698146,2.2135157082879666
2.3000000001338776,2.7567016649258482,3.2983512182729244,2.2135157082879666
2.350000000136788,2.7567016649258482,3.2983512182729244,2.2135157082879666
2.4000000001396984,2.7567016649258482,3.2983512182729244,2.2135157082879666
2.4500000001426088,2.7567016649258482,2.37895723931455,2.2135157082879666
2.500000000145519,2.7567016649258482,2.759941770751156,2.2135157082879666
2.5500000001484295,2.7567016649258482,2.8839881915477905,2.2135157082879666
2.60000000015134,2.7567016649258482,2.0106579434972356,2.2135157082879666
