time,FP,FinalFP,UT
0.05000000000291038,2.6010793184887815,2.4483637099687687,2.1551144590074274
0.10000000000582077,2.606289290781053,3.9423403774900905,2.1551144590074274
0.15000000000873115,2.606289290781053,3.1530081220099935,2.1551144590074274
0.20000000001164153,2.606289290781053,3.1530081220099935,2.1551144590074274
0.2500000000145519,2.606289290781053,3.1530081220099935,2.1551144590074274
0.3000000000174623,2.606289290781053,2.4224055005468736,2.1551144590074274
0.3500000000203727,2.606289290781053,2.1940061061467797,2.1551144590074274
0.40000000002328306,2.606289290781053,2.8333285553347447,2.1551144590074274
0.45000000002619345,2.606289290781053,2.6362468516592648,2.1551144590074274
0.5000000000291038,2.606289290781053,1.6801100188110816,2.1551144590074274
0.5500000000320142,2.603683001490272,2.3340473537893653,2.1551144590074274
0.6000000000349246,2.603683001490272,2.3868756607587596,2.1551144590074274
0.650000000037835,2.603683001490272,3.993554425677463,2.1551144590074274
0.7000000000407454,2.603683001490272,2.5940394885793214,2.1551144590074274
0.7500000000436557,2.603683001490272,2.4168516765975587,2.1551144590074274
0.8000000000465661,2.603683001490272,2.414748499578343,2.1551144590074274
0.8500000000494765,2.603683001490272,2.271199234703495,2.1551144590074274
0.9000000000523869,2.603683001490272,2.271199234703495,2.1551144590074274
0.9500000000552973,2.603683001490272,2.6536349361390577,2.1551144590074274
1.0000000000582077,2.603683001490272,2.5358321361457334,2.1551144590074274
1.050000000061118,2.603683001490272,3.6891093477087686,2.1551144590074274
1.1000000000640284,2.603683001490272,2.3937097310245607,2.1551144590074274
1.1500000000669388,2.603683001490272,1.9145438697103705,2.1551144590074274
1.2000000000698492,2.6010793184887815,2.456417543626666,2.1551144590074274
1.2500000000727596,2.6010793184887815,2.5039768645274445,2.1551144590074274
1.30000000007567,2.6010793184887815,2.5039768645274445,2.1551144590074274
1.3500000000785803,2.6010793184887815,2.648911617788461,2.1551144590074274
1.4000000000814907,2.6010793184887815,2.5407555137829454,2.1551144590074274
1.450000000084401,2.6010793184887815,2.3090905700667004,2.1551144590074274
1.5000000000873115,2.6010793184887815,2.5255590705664863,2.1551144590074274
1.5500000000902219,2.6010793184887815,3.6684673077625343,2.1551144590074274
1.6000000000931323,2.6010793184887815,3.6684673077625343,2.1551144590074274
1.6500000000960426,2.6010793184887815,2.9369696646917682,2.1551144590074274
1.700000000098953,2.6010793184887815,2.889601766686469,2.1551144590074274
1.7500000001018634,2.6010793184887815,3.408047943860417,2.1551144590074274
1.8000000001047738,2.6010793184887815,3.408047943860417,2.1551144590074274
1.8500000001076842,2.6010793184887815,3.5663178014091956,2.1551144590074274
1.9000000001105946,2.6010793184887815,2.6303767352926006,2.1551144590074274
1.950000000113505,2.6010793184887815,2.874840606832123,2.1551144590074274
2.0000000001164153,2.6010793184887815,3.294300586857068,2.1551144590074274
2.0500000001193257,2.6010793184887815,2.9951785644372793,2.1551144590074274
2.100000000122236,2.6010793184887815,2.4184498894619844,2.1551144590074274
2.1500000001251465,2.6010793184887815,2.65084083850503,2.1551144590074274
2.200000000128057,2.6010793184887815,1.9155660637310403,2.1551144590074274
2.2500000001309672,2.598478239170293,3.8942501113974424,2.1551144590074274
2.3000000001338776,2.598478239170293,3.8942501113974424,2.1551144590074274
2.350000000136788,2.598478239170293,3.8942501113974424,2.1551144590074274
2.4000000001396984,2.598478239170293,2.6255047745041966,2.1551144590074274
2.4500000001426088,2.598478239170293,2.9172274104356415,2.1551144590074274
2.500000000145519,2.598478239170293,1.8276045968601082,2.1551144590074274
2.5500000001484295,2.5958797609311226,2.4639330159664836,2.1551144590074274
2.60000000015134,2.5958797609311226,2.4639330159664836,2.1551144590074274
2.6500000001542503,2.5958797609311226,2.4392058900179987,2.1551144590074274
2.7000000001571607,2.5958797609311226,2.4392058900179987,2.1551144590074274
